Workout date, 2015-12-26 00:00:00 
Duration, 86400
Calories burned, 0
Mean heart rate,  74.51
Maximum heart rate, 88
Notes, Resting heart rate: 74 - 75 - 88

Time (seconds), Rate (beats per minute)
 57076.8, 74
 59477.0, 88
 66076.5, 74
