Workout date, 2015-12-21 00:00:00 
 38381.5, 68
 38386.5, 67
 38391.5, 65
 38396.5, 65
 38401.5, 65
 38406.5, 65
 38411.5, 65
 38416.5, 65
 38421.5, 61
 38426.5, 65
 38431.5, 63
 38436.5, 63
 38441.5, 61
 38446.5, 63
 38451.5, 63
 38456.5, 61
 38461.5, 61
 38466.5, 57
 38471.5, 58
 38476.5, 58
 38481.5, 63
 38486.5, 65
 38491.5, 64
 38496.5, 61
 38501.5, 63
 38506.5, 63
 38511.5, 64
 38516.5, 63
 38521.5, 65
 38526.5, 65
 38531.5, 64
 38536.5, 64
 38541.5, 64
 38546.5, 64
 38551.5, 67
 38556.5, 64
 38561.5, 65
 38566.5, 65
 38571.5, 65
 38576.5, 65
 38581.5, 64
 38586.5, 64
 38591.5, 63
 38596.5, 64
 38601.5, 65
 38606.5, 68
 38611.5, 65
 38616.5, 65
 38621.5, 65
 38626.5, 65
 38631.5, 65
 38636.5, 65
 38641.5, 65
 38646.5, 65
 38651.5, 63
 38656.5, 61
 38661.5, 61
 38666.5, 61
 38671.5, 61
 38676.5, 61
 38681.5, 61
 38686.5, 61
 38691.5, 61
 38696.5, 63
 38701.5, 61
 38706.5, 63
 38711.5, 65
 38716.5, 65
 38721.5, 67
 38726.5, 67
 38731.5, 65
 38736.5, 65
 38741.5, 64
 38746.5, 63
 38751.5, 63
 38756.5, 63
 38761.5, 63
 38766.5, 64
 38771.5, 63
 38776.5, 61
 38781.5, 61
 38786.5, 63
 38791.5, 63
 38796.5, 63
 38801.5, 65
 38806.5, 65
 38811.5, 65
 38816.5, 65
 38821.5, 65
 38826.5, 65
 38831.5, 65
 38836.5, 65
 38841.5, 65
 38846.5, 65
 38851.5, 64
 38856.5, 61
 38861.5, 61
 38866.5, 61
 38871.5, 61
 38876.5, 61
 38881.5, 63
 38886.5, 61
 38891.5, 67
 38896.5, 65
 38901.5, 65
 38906.5, 67
 38911.5, 68
 38916.5, 68
 38921.5, 68
 38926.5, 68
 38931.5, 68
 38936.5, 68
 38941.5, 68
 38946.5, 68
 38951.5, 68
 38956.5, 68
 38961.5, 65
 38966.5, 65
 38971.5, 65
 38976.5, 65
 38981.5, 67
 38986.5, 68
 38991.5, 69
 38996.5, 63
 39001.5, 63
 39006.5, 61
 39011.5, 61
 39016.5, 61
 39021.5, 63
 39026.5, 64
 39031.5, 63
 39036.5, 61
 39041.5, 63
 39046.5, 61
 39051.5, 63
 39056.5, 61
 39061.5, 59
 39066.5, 61
 39071.5, 61
 39076.5, 61
 39081.5, 61
 39086.5, 68
 39091.5, 76
 39096.5, 72
 39101.5, 69
 39106.5, 69
 39111.5, 68
 39116.5, 67
 39121.5, 68
 39126.5, 67
 39131.5, 65
 39136.5, 65
 39141.5, 65
 39146.5, 65
 39151.5, 65
 39156.5, 71
 39161.5, 65
 39166.5, 65
 39171.5, 65
 39176.5, 56
 39181.5, 55
 39186.5, 56
 39191.5, 56
 39196.5, 56
 39201.5, 59
 39206.5, 59
 39211.5, 63
 39216.5, 63
 39221.5, 65
 39226.5, 64
 39231.5, 64
 39236.5, 64
 39241.5, 65
 39246.5, 65
 39251.5, 65
 39256.5, 65
 39261.5, 65
 39266.5, 65
 39271.5, 65
 39276.5, 65
 39281.5, 65
 39286.5, 67
 39291.5, 67
 39296.5, 65
 39301.5, 64
 39306.5, 63
 39311.5, 64
 39316.5, 64
 39321.5, 65
 39326.5, 65
 39331.5, 65
 39336.5, 67
 39341.5, 67
 39346.5, 65
 39351.5, 65
 39356.5, 64
 39361.5, 63
 39366.5, 64
 39371.5, 64
 39376.5, 63
 39381.5, 63
 39386.5, 64
 39391.5, 64
 39396.5, 64
 39401.5, 69
 39406.5, 67
 39411.5, 65
 39416.5, 65
 39421.5, 65
 39426.5, 65
 39431.5, 65
 39436.5, 65
 39441.6, 65
 39446.5, 63
 39451.5, 63
 39456.5, 61
 39461.5, 61
 39466.5, 61
 39471.5, 61
 39476.5, 61
 39481.5, 61
 39486.5, 61
 39491.5, 65
 39496.5, 61
 39501.5, 63
 39506.5, 63
 39511.5, 63
 39516.5, 61
 39521.5, 61
 39526.5, 63
 39531.5, 63
 39536.5, 61
 39541.5, 61
 39546.5, 61
 39551.5, 61
 39556.5, 61
 39561.5, 61
 39566.5, 63
 39571.4, 65
 39576.5, 69
 39581.5, 68
 39586.5, 68
 39591.5, 68
 39596.5, 67
 39601.5, 65
 39606.5, 60
 39611.5, 61
 39616.5, 63
 39621.5, 64
 39626.5, 64
 39631.5, 64
 39636.5, 65
 39641.5, 67
 39646.5, 73
 39651.5, 73
 39656.5, 73
 39661.5, 72
 39666.5, 71
 39671.4, 63
 39676.4, 61
 39681.4, 63
 39686.4, 61
 39691.4, 61
 39696.4, 61
 39701.4, 63
 39706.4, 64
 39711.4, 65
 39716.4, 65
 39721.4, 65
 39726.4, 64
 39731.4, 64
 39736.4, 64
 39741.4, 63
 39746.4, 63
 39751.4, 61
 39756.4, 61
 39761.5, 61
 39766.4, 61
 39771.4, 65
 39776.4, 65
 39781.4, 65
 39786.4, 61
 39791.4, 60
 39796.4, 59
 39801.4, 57
 39806.4, 55
 39816.4, 59
 39821.4, 59
 39826.5, 63
 39831.4, 63
 39836.4, 68
 39841.4, 64
 39846.4, 63
 39851.4, 63
 39856.4, 61
 39861.4, 61
 39866.4, 61
 39871.4, 61
 39876.4, 61
 39881.4, 61
 39886.4, 61
 39891.4, 63
 39896.4, 64
 39901.4, 65
 39906.4, 65
 39911.4, 61
 39916.4, 60
 39921.4, 61
 39926.4, 61
 39931.4, 64
 39936.4, 65
 39941.4, 65
 39946.4, 65
 39951.4, 65
 39956.4, 67
 39961.4, 65
 39966.4, 65
 39971.4, 61
 39976.4, 60
 39981.4, 60
 39986.4, 60
 39991.4, 60
 39996.4, 60
 40001.4, 60
 40006.4, 60
 40011.4, 60
 40016.4, 60
 40021.4, 63
 40036.4, 61
 40041.4, 61
 40046.4, 61
 40051.4, 61
 40056.4, 61
 40061.4, 61
 40066.4, 61
 40071.4, 63
 40076.4, 61
 40081.4, 60
 40086.4, 61
 40091.4, 61
 40096.4, 61
 40101.4, 61
 40106.4, 61
 40111.4, 61
 40116.4, 61
 40121.4, 61
 40126.4, 61
 40131.4, 63
 40136.4, 63
 40141.4, 63
 40146.4, 63
 40151.4, 63
 40156.4, 63
 40161.4, 63
 40166.4, 63
 40171.4, 63
 40176.4, 63
 40181.4, 65
 40186.4, 64
 40191.4, 65
 40196.4, 64
 40201.4, 63
 40206.4, 63
 40211.4, 63
 40216.4, 61
 40221.4, 61
 40226.4, 61
 40231.4, 61
 40236.4, 61
 40241.4, 63
 40246.4, 63
 40251.4, 63
 40256.4, 60
 40261.4, 61
 40266.5, 58
 40271.4, 60
 40276.4, 65
 40281.4, 63
 40286.4, 61
 40291.4, 61
 40296.4, 60
 40301.4, 60
 40306.4, 60
 40311.4, 61
 40316.4, 61
 40321.4, 60
 40326.4, 61
 40331.4, 60
 40336.4, 61
 40341.4, 60
 40346.4, 60
 40351.4, 61
 40356.4, 61
 40361.4, 61
 40366.4, 61
 40371.4, 61
 40376.4, 63
 40381.4, 64
 40386.4, 64
 40391.4, 65
 40396.4, 64
 40401.4, 65
 40406.4, 65
 40411.4, 65
 40416.4, 68
 40421.4, 69
 40426.4, 68
 40431.4, 68
 40436.5, 68
 40441.4, 68
 40446.4, 68
 40451.4, 69
 40456.4, 69
 40461.4, 76
 40466.4, 76
 40471.4, 68
 40476.4, 67
 40481.4, 67
 40486.4, 67
 40491.4, 67
 40496.4, 65
 40501.4, 65
 40506.4, 67
 40511.4, 67
 40516.4, 74
 40531.4, 67
 40536.4, 67
 40551.4, 65
 40561.4, 96
 40566.4, 96
 40636.4, 77
 40641.4, 77
 40646.5, 77
 40651.4, 77
 40656.4, 80
 40661.4, 78
 40731.4, 72
 40776.4, 98
 40781.4, 96
 40831.4, 65
 40876.4, 54
 40881.4, 57
 40886.4, 56
 40891.4, 56
 40896.4, 56
 40901.4, 56
 40906.4, 56
 40911.4, 56
 40916.4, 58
 40921.4, 59
 40926.4, 60
 40931.4, 61
 40936.4, 64
 40941.4, 63
 40946.4, 64
 40951.4, 64
 40956.4, 64
 40961.4, 65
 40966.4, 67
 40971.4, 67
 40976.4, 67
 40981.4, 68
 40986.4, 68
 40991.4, 72
 40996.5, 72
 41001.4, 72
 41006.4, 72
 41011.4, 72
 41016.4, 71
 41021.4, 68
 41026.4, 68
 41031.4, 68
 41036.4, 68
 41041.4, 68
 41046.4, 68
 41051.4, 68
 41056.4, 68
 41061.4, 68
 41066.4, 68
 41071.4, 67
 41076.4, 68
 41081.4, 69
 41086.4, 71
 41091.4, 71
 41096.5, 71
 41101.4, 69
 41106.4, 69
 41111.4, 68
 41116.4, 65
 41121.4, 65
 41126.4, 65
 41131.4, 67
 41136.4, 68
 41141.4, 68
 41146.4, 68
 41151.4, 77
 41156.4, 77
 41161.5, 71
 41166.5, 71
 41171.4, 71
 41176.4, 72
 41181.4, 69
 41186.4, 71
 41191.4, 72
 41196.4, 73
 41201.4, 73
 41206.4, 73
 41211.4, 77
 41216.4, 69
 41221.4, 72
 41226.4, 71
 41231.4, 73
 41236.4, 73
 41241.4, 72
 41246.4, 72
 41251.4, 72
 41256.4, 72
 41261.4, 76
 41266.4, 83
 41271.4, 74
 41276.4, 71
 41281.4, 77
 41286.4, 77
 41291.4, 81
 41296.4, 78
 41301.4, 78
 41306.4, 78
 41311.4, 78
 41316.4, 77
 41321.4, 78
 41326.4, 80
 41331.4, 77
 41336.4, 78
 41341.4, 74
 41346.4, 76
 41351.4, 74
 41356.4, 73
 41361.4, 72
 41366.4, 72
 41371.4, 77
 41376.4, 78
 41381.4, 78
 41386.4, 80
 41391.4, 78
 41396.4, 80
 41401.4, 78
 41406.4, 78
 41411.4, 73
 41416.4, 72
 41421.4, 77
 41426.4, 76
 41431.4, 76
 41436.4, 74
 41441.4, 69
 41446.4, 74
 41451.4, 69
 41456.4, 68
 41461.4, 65
 41466.4, 67
 41471.4, 67
 41476.4, 69
 41481.4, 71
 41486.4, 73
 41491.4, 74
 41496.4, 74
 41501.4, 73
 41506.4, 69
 41511.4, 69
 41516.4, 78
 41521.4, 78
 41526.4, 77
 41531.4, 72
 41536.4, 72
 41541.4, 72
 41546.4, 78
 41551.4, 80
 41556.4, 77
 41561.4, 77
 41566.4, 78
 41571.4, 78
 41576.4, 78
 41581.4, 76
 41586.4, 73
 41591.4, 74
 41596.4, 72
 41601.4, 74
 41606.4, 74
 41611.4, 77
 41616.4, 72
 41621.4, 72
 41626.4, 72
 41631.4, 72
 41636.4, 71
 41641.4, 74
 41646.4, 69
 41651.4, 69
 41656.4, 69
 41661.4, 71
 41666.4, 72
 41671.4, 72
 41676.4, 74
 41681.4, 72
 41686.4, 78
 41691.4, 81
 41696.4, 77
 41701.4, 77
 41706.4, 77
 41711.4, 80
 41716.4, 80
 41721.4, 76
 41726.4, 77
 41731.4, 69
 41736.4, 68
 41741.4, 68
 41746.4, 69
 41751.4, 78
 41756.4, 77
 41761.4, 76
 41766.4, 74
 41771.4, 77
 41776.4, 76
 41781.4, 71
 41786.4, 72
 41791.4, 71
 41796.4, 71
 41801.4, 71
 41806.4, 71
 41811.4, 72
 41816.4, 72
 41821.4, 71
 41826.4, 76
 41831.4, 74
 41836.4, 72
 41841.4, 69
 41846.4, 68
 41851.4, 69
 41856.4, 73
 41861.4, 74
 41866.4, 74
 41871.4, 68
 41876.4, 69
 41881.4, 71
 41886.4, 71
 41891.4, 71
 41896.4, 74
 41901.5, 72
 41906.4, 71
 41911.4, 74
 41916.4, 69
 41921.4, 69
 41926.4, 74
 41931.4, 76
 41936.4, 77
 41941.4, 77
 41946.4, 78
 41951.4, 74
 41956.4, 74
 41961.4, 74
 41966.4, 77
 41971.4, 77
 41976.4, 81
 41981.4, 78
 41986.4, 74
 41991.4, 76
 41996.4, 77
 42001.4, 74
 42006.4, 71
 42011.4, 71
 42016.4, 68
 42021.4, 71
 42026.4, 68
 42031.4, 68
 42036.4, 67
 42041.4, 73
 42046.4, 73
 42051.4, 73
 42056.4, 73
 42061.4, 72
 42066.4, 68
 42071.4, 68
 42076.4, 68
 42081.4, 68
 42086.4, 69
 42091.4, 77
 42096.4, 77
 42101.4, 72
 42106.4, 67
 42111.4, 67
 42116.4, 67
 42121.4, 65
 42126.4, 65
 42131.4, 72
 42136.4, 73
 42141.4, 68
 42146.4, 69
 42151.4, 69
 42156.4, 69
 42161.4, 74
 42166.4, 74
 42171.4, 77
 42176.4, 77
 42181.4, 77
 42186.4, 77
 42191.4, 77
 42196.4, 63
 42201.4, 61
 42206.4, 61
 42211.4, 69
 42216.4, 74
 42221.4, 74
 42226.4, 74
 42231.4, 73
 42236.4, 73
 42241.4, 74
 42246.4, 73
 42251.4, 73
 42256.4, 78
 42261.4, 78
 42266.4, 77
 42271.4, 76
 42276.4, 74
 42281.4, 71
 42286.4, 69
 42291.4, 72
 42296.4, 72
 42301.4, 73
 42306.4, 73
 42311.4, 73
 42316.4, 76
 42321.4, 77
 42326.4, 77
 42331.4, 74
 42336.4, 74
 42341.4, 68
 42346.4, 74
 42351.4, 78
 42356.4, 78
 42361.4, 74
 42366.4, 74
 42371.4, 73
 42376.4, 72
 42381.4, 74
 42386.4, 73
 42391.4, 76
 42396.4, 77
 42401.4, 77
 42406.4, 83
 42411.4, 74
 42416.4, 77
 42421.4, 77
 42426.4, 73
 42431.4, 72
 42436.4, 71
 42441.4, 68
 42446.4, 69
 42451.4, 68
 42456.4, 68
 42461.4, 69
 42466.4, 74
 42471.4, 78
 42476.4, 74
 42481.4, 74
 42486.4, 76
 42491.4, 74
 42496.4, 74
 42501.4, 73
 42506.4, 74
 42511.4, 74
 42516.4, 74
 42521.4, 74
 42526.4, 74
 42531.4, 72
 42536.4, 72
 42541.4, 72
 42546.4, 73
 42551.4, 72
 42556.4, 72
 42561.4, 74
 42566.4, 74
 42571.4, 74
 42576.4, 73
 42581.5, 74
 42586.4, 74
 42591.4, 74
 42596.4, 74
 42601.4, 73
 42606.4, 72
 42611.4, 71
 42616.4, 69
 42621.4, 69
 42626.4, 69
 42631.4, 74
 42636.4, 74
 42641.4, 74
 42646.4, 73
 42651.4, 69
 42656.4, 71
 42661.4, 69
 42666.4, 69
 42671.4, 69
 42676.4, 69
 42681.4, 68
 42686.5, 69
 42691.4, 69
 42696.4, 72
 42701.4, 71
 42706.4, 72
 42711.4, 72
 42716.4, 71
 42721.4, 72
 42726.4, 74
 42731.4, 74
 42736.4, 69
 42741.4, 64
 42746.4, 73
 42751.4, 74
 42756.4, 71
 42761.4, 81
 42766.4, 83
 42771.4, 72
 42776.4, 72
 42781.4, 81
 42786.4, 78
 42791.4, 78
 42796.4, 72
 42801.4, 67
 42806.4, 67
 42811.4, 68
 42816.4, 68
 42821.4, 69
 42826.4, 72
 42831.4, 77
 42836.4, 77
 42841.4, 73
 42846.4, 72
 42851.4, 72
 42856.4, 72
 42861.4, 73
 42866.4, 73
 42871.4, 74
 42876.4, 74
 42881.4, 76
 42886.4, 76
 42891.4, 74
 42896.4, 76
 42901.4, 74
 42906.4, 72
 42911.4, 71
 42916.4, 71
 42921.4, 71
 42926.4, 71
 42931.4, 71
 42936.4, 71
 42941.4, 72
 42946.4, 73
 42951.4, 74
 42956.4, 71
 42961.4, 72
 42966.4, 71
 42971.4, 71
 42976.4, 71
 42981.4, 72
 42986.4, 71
 42991.4, 71
 42996.4, 72
 43001.4, 74
 43006.4, 74
 43011.4, 77
 43016.4, 74
 43021.4, 72
 43026.4, 71
 43031.4, 71
 43036.4, 72
 43041.4, 78
 43046.4, 83
 43051.4, 83
 43056.4, 83
 43061.4, 83
 43066.4, 83
 43071.4, 82
 43076.4, 78
 43081.4, 73
 43086.4, 74
 43091.4, 72
 43096.4, 72
 43101.4, 71
 43106.4, 72
 43111.4, 69
 43116.4, 69
 43121.4, 68
 43126.4, 69
 43131.4, 69
 43136.4, 69
 43141.4, 72
 43146.4, 74
 43151.4, 74
 43156.4, 74
 43161.4, 74
 43166.4, 74
 43171.4, 74
 43176.4, 77
 43181.4, 77
 43186.4, 77
 43191.4, 77
 43196.4, 76
 43201.4, 74
 43206.4, 76
 43211.4, 77
 43216.4, 77
 43221.4, 77
 43226.4, 77
 43231.4, 76
 43236.4, 76
 43241.4, 74
 43246.4, 74
 43251.4, 74
 43256.4, 65
 43261.4, 64
 43266.4, 63
 43271.4, 74
 43276.4, 74
 43281.4, 74
 43286.4, 74
 43291.4, 74
 43296.4, 77
 43301.4, 78
 43306.4, 77
 43311.4, 76
 43316.4, 74
 43321.4, 74
 43326.4, 74
 43331.4, 74
 43336.4, 74
 43341.4, 74
 43346.4, 74
 43351.4, 74
 43356.4, 74
 43361.4, 74
 43366.4, 73
 43371.4, 73
 43376.4, 71
 43381.4, 69
 43386.4, 71
 43391.4, 71
 43396.4, 73
 43401.4, 72
 43406.4, 72
 43411.4, 71
 43416.4, 71
 43421.4, 73
 43426.4, 74
 43431.4, 74
 43436.4, 74
 43441.4, 78
 43446.4, 83
 43451.4, 78
 43456.4, 77
 43461.4, 74
 43466.4, 73
 43471.4, 72
 43476.4, 72
 43481.4, 73
 43486.4, 74
 43491.4, 73
 43496.4, 76
 43501.4, 74
 43506.4, 74
 43511.4, 77
 43516.4, 78
 43521.4, 78
 43526.4, 78
 43531.4, 80
 43536.4, 74
 43541.4, 76
 43546.4, 76
 43551.4, 76
 43556.4, 73
 43561.4, 71
 43566.4, 72
 43571.4, 74
 43576.4, 81
 43581.4, 78
 43586.4, 77
 43591.4, 74
 43596.4, 74
 43601.5, 74
 43606.4, 74
 43611.4, 72
 43616.4, 73
 43621.4, 72
 43626.4, 73
 43631.4, 73
 43636.4, 73
 43641.4, 73
 43646.4, 74
 43651.4, 74
 43656.4, 76
 43661.4, 74
 43666.4, 76
 43671.4, 76
 43676.4, 76
 43681.4, 76
 43686.4, 77
 43691.4, 76
 43696.4, 74
 43701.4, 74
 43706.4, 68
 43711.4, 69
 43716.4, 69
 43721.4, 71
 43726.4, 71
 43731.4, 71
 43736.4, 72
 43741.4, 72
 43746.4, 72
 43751.4, 72
 43756.4, 71
 43761.4, 68
 43766.4, 68
 43771.4, 68
 43776.4, 71
 43781.4, 69
 43786.4, 69
 43791.4, 69
 43796.4, 69
 43801.4, 71
 43806.4, 74
 43811.4, 74
 43816.4, 76
 43821.4, 73
 43826.4, 72
 43831.4, 72
 43836.4, 69
 43841.4, 85
 43846.4, 69
 43851.4, 71
 43856.4, 71
 43861.4, 71
 43866.4, 71
 43871.4, 72
 43876.4, 72
 43881.4, 72
 43886.4, 76
 43891.4, 78
 43896.4, 77
 43901.4, 78
 43906.4, 78
 43911.4, 77
 43916.4, 78
 43921.4, 77
 43926.4, 78
 43931.4, 74
 43936.4, 74
 43941.4, 74
 43946.4, 74
 43951.5, 80
 43956.4, 77
 43961.4, 77
 43966.4, 74
 43971.4, 74
 43976.4, 74
 43981.4, 74
 43986.4, 73
 43991.4, 73
 43996.4, 72
 44001.4, 83
 44006.4, 82
 44011.4, 82
 44016.4, 78
 44021.4, 78
 44026.4, 78
 44031.4, 92
 44036.4, 92
 44041.4, 92
 44046.4, 92
 44051.4, 87
 44056.4, 78
 44061.4, 78
 44066.4, 78
 44071.4, 78
 44076.4, 78
 44081.4, 77
