Workout date, 2015-12-21 00:00:00 
 44086.4, 69
 44091.4, 68
 44096.4, 69
 44101.4, 69
 44106.4, 69
 44111.4, 63
 44116.4, 68
 44121.4, 68
 44126.4, 68
 44131.4, 68
 44136.4, 69
 44141.4, 69
 44146.4, 69
 44151.4, 71
 44156.4, 71
 44161.4, 72
 44166.4, 72
 44171.4, 72
 44176.4, 72
 44181.4, 73
 44186.4, 73
 44191.4, 72
 44196.4, 72
 44201.4, 68
 44206.4, 69
 44211.4, 69
 44216.4, 69
 44221.4, 69
 44226.4, 69
 44231.4, 69
 44236.4, 69
 44241.4, 71
 44246.4, 71
 44251.4, 69
 44256.4, 69
 44261.4, 69
 44266.4, 68
 44271.4, 65
 44276.4, 69
 44281.4, 71
 44286.4, 69
 44291.4, 69
 44296.4, 69
 44301.4, 69
 44306.4, 69
 44311.4, 72
 44316.4, 69
 44321.4, 68
 44326.4, 68
 44331.4, 68
 44336.4, 68
 44341.4, 68
 44346.4, 68
 44351.4, 68
 44356.4, 67
 44361.4, 68
 44366.4, 68
 44371.4, 68
 44376.4, 71
 44381.4, 72
 44386.4, 76
 44391.4, 76
 44396.4, 76
 44401.4, 76
 44406.4, 76
 44411.4, 76
 44416.4, 76
 44421.4, 74
 44426.4, 74
 44431.4, 74
 44436.4, 65
 44441.4, 65
 44446.4, 65
 44451.4, 65
 44456.4, 65
 44461.4, 65
 44466.5, 64
 44471.4, 64
 44476.4, 65
 44481.4, 65
 44486.4, 68
 44491.4, 68
 44496.4, 68
 44501.4, 68
 44506.5, 68
 44511.4, 72
 44516.4, 73
 44521.4, 73
 44526.4, 74
 44531.4, 74
 44536.4, 77
 44541.4, 78
 44546.4, 77
 44551.4, 74
 44556.4, 74
 44561.4, 71
 44566.4, 69
 44571.4, 68
 44576.4, 68
 44581.4, 68
 44586.4, 68
 44591.4, 68
 44596.4, 64
 44601.4, 69
 44606.4, 71
 44611.4, 73
 44616.4, 77
 44621.4, 77
 44626.4, 73
 44631.4, 72
 44636.4, 72
 44641.4, 72
 44646.4, 72
 44651.4, 72
 44656.4, 72
 44661.4, 72
 44666.4, 72
 44671.4, 73
 44676.4, 74
 44681.4, 74
 44686.4, 78
 44691.4, 83
 44696.4, 81
 44701.4, 78
 44706.4, 77
 44711.4, 74
 44716.4, 74
 44721.4, 73
 44726.4, 73
 44731.4, 74
 44736.4, 74
 44741.4, 74
 44746.4, 74
 44751.4, 74
 44756.4, 74
 44761.4, 69
 44766.4, 71
 44771.4, 69
 44776.4, 69
 44781.4, 68
 44786.4, 68
 44791.4, 68
 44796.4, 68
 44801.4, 68
 44806.4, 68
 44811.4, 68
 44816.4, 68
 44821.4, 68
 44826.4, 68
 44831.4, 69
 44836.4, 68
 44841.4, 71
 44846.4, 69
 44851.4, 71
 44856.4, 72
 44861.4, 72
 44866.4, 74
 44871.4, 73
 44876.4, 73
 44881.4, 73
 44886.4, 73
 44891.4, 74
 44896.4, 73
 44901.4, 73
 44906.4, 73
 44911.4, 73
 44916.4, 73
 44921.4, 72
 44926.4, 72
 44931.4, 69
 44936.4, 69
 44941.4, 69
 44946.4, 68
 44951.4, 68
 44956.4, 65
 44961.4, 67
 44966.4, 67
 44971.4, 69
 44976.4, 69
 44981.4, 71
 44986.4, 69
 44991.4, 69
 44996.4, 68
 45001.4, 69
 45006.4, 69
 45011.4, 69
 45016.4, 69
 45021.4, 69
 45026.4, 69
 45031.4, 69
 45036.4, 71
 45041.4, 74
 45046.4, 77
 45051.4, 77
 45056.4, 77
 45061.4, 77
 45066.4, 76
 45071.4, 69
 45076.4, 68
 45081.4, 68
 45086.4, 68
 45091.4, 68
 45096.4, 68
 45101.4, 68
 45106.4, 65
 45111.4, 65
 45116.4, 67
 45121.4, 65
 45126.4, 61
 45131.4, 68
 45136.4, 60
 45141.4, 63
 45146.4, 64
 45151.4, 69
 45156.4, 68
 45161.4, 68
 45166.4, 67
 45171.4, 65
 45176.4, 65
 45181.4, 65
 45186.4, 65
 45191.4, 68
 45196.4, 68
 45201.4, 68
 45206.4, 67
 45211.4, 65
 45216.4, 65
 45221.4, 68
 45226.4, 68
 45231.4, 68
 45236.4, 68
 45241.4, 68
 45246.4, 68
 45251.4, 67
 45256.4, 64
 45261.4, 64
 45266.4, 65
 45271.4, 65
 45276.4, 65
 45281.4, 65
 45286.4, 65
 45291.4, 65
 45296.4, 65
 45301.4, 63
 45306.4, 63
 45311.4, 56
 45316.4, 57
 45321.4, 60
 45326.4, 61
 45331.4, 65
 45336.4, 65
 45341.4, 65
 45346.4, 67
 45351.4, 68
 45356.4, 69
 45361.4, 69
 45366.4, 69
 45371.4, 69
 45376.4, 69
 45381.4, 68
 45386.4, 69
 45391.4, 69
 45396.4, 69
 45401.4, 69
 45406.4, 69
 45411.4, 69
 45416.4, 69
 45421.4, 69
 45426.4, 69
 45431.4, 69
 45436.4, 69
 45441.4, 69
 45446.4, 73
 45451.4, 69
 45456.4, 71
 45461.4, 71
 45466.4, 69
 45471.4, 69
 45476.4, 69
 45481.4, 69
 45486.4, 69
 45491.4, 68
 45496.4, 68
 45501.4, 67
 45506.4, 68
 45511.4, 67
 45516.4, 68
 45521.4, 68
 45526.4, 68
 45531.4, 65
 45536.4, 65
 45541.4, 65
 45546.4, 67
 45551.4, 67
 45556.4, 68
 45561.4, 68
 45566.4, 68
 45571.4, 69
 45576.4, 68
 45581.4, 68
 45586.4, 68
 45591.4, 68
 45596.4, 68
 45601.4, 67
 45606.4, 67
 45611.4, 67
 45616.4, 67
 45621.4, 65
 45626.4, 65
 45631.4, 65
 45636.4, 65
 45641.4, 65
 45646.4, 65
 45651.4, 65
 45656.4, 65
 45661.4, 67
 45666.4, 65
 45671.4, 68
 45676.4, 68
 45681.4, 68
 45686.4, 68
 45691.4, 69
 45696.4, 69
 45701.4, 69
 45706.4, 69
 45711.4, 71
 45716.4, 74
 45721.4, 74
 45726.4, 72
 45731.4, 69
 45736.4, 71
 45741.4, 74
 45746.4, 74
 45751.4, 72
 45756.4, 73
 45761.4, 73
 45766.4, 73
 45771.4, 72
 45776.4, 71
 45781.4, 69
 45786.4, 71
 45791.4, 71
 45796.4, 71
 45801.4, 71
 45806.4, 71
 45811.4, 71
 45816.4, 71
 45821.4, 71
 45826.4, 71
 45836.4, 61
 45841.4, 65
 45846.4, 63
 45851.4, 64
 45856.4, 61
 45861.4, 64
 45866.4, 61
 45871.4, 64
 45876.4, 61
 45881.4, 61
 45886.4, 58
 45891.4, 59
 45896.4, 59
 45901.4, 63
 45906.4, 65
 45911.4, 65
 45916.4, 67
 45921.4, 71
 45926.4, 74
 45931.4, 77
 45936.4, 69
 45941.4, 71
 45946.4, 69
 45951.4, 69
 45956.4, 77
 45961.4, 78
 45966.4, 77
 45971.4, 67
 45976.4, 67
 45981.4, 65
 45986.4, 67
 45991.4, 67
 45996.4, 68
 46001.4, 68
 46006.4, 68
 46011.4, 69
 46016.4, 69
 46021.4, 69
 46026.4, 68
 46036.4, 68
 46041.4, 74
 46046.4, 73
 46051.4, 78
 46061.4, 83
 46066.4, 86
 46091.4, 95
 46146.4, 74
 46151.4, 74
 46156.4, 76
 46161.4, 74
 46166.4, 68
 46171.4, 68
 46176.4, 65
 46181.4, 72
 46186.4, 69
 46191.4, 71
 46196.4, 74
 46201.4, 77
 46206.4, 77
 46211.4, 78
 46221.4, 65
 46226.4, 68
 46231.4, 72
 46236.4, 69
 46241.4, 69
 46246.4, 69
 46251.4, 68
 46256.4, 69
 46261.4, 71
 46266.4, 72
 46271.4, 73
 46276.4, 73
 46281.4, 73
 46286.4, 74
 46291.4, 76
 46296.4, 77
 46301.4, 77
 46306.4, 77
 46311.4, 77
 46316.4, 77
 46321.4, 76
 46326.4, 74
 46331.4, 74
 46336.4, 74
 46341.4, 74
 46346.4, 72
 46351.4, 73
 46356.4, 77
 46361.4, 76
 46366.4, 77
 46371.4, 77
 46376.4, 80
 46381.4, 74
 46386.4, 73
 46391.4, 72
 46396.4, 71
 46401.4, 69
 46406.4, 69
 46411.4, 69
 46416.4, 69
 46421.4, 72
 46426.4, 74
 46431.4, 74
 46436.4, 74
 46441.4, 74
 46446.4, 74
 46451.4, 74
 46456.4, 76
 46461.4, 77
 46466.4, 77
 46471.4, 77
 46476.4, 77
 46481.4, 78
 46486.4, 78
 46491.4, 78
 46496.4, 77
 46501.4, 77
 46506.4, 77
 46511.4, 77
 46516.4, 78
 46521.4, 77
 46526.4, 77
 46531.4, 77
 46536.4, 77
 46541.4, 77
 46546.4, 77
 46551.4, 77
 46556.4, 77
 46561.4, 77
 46566.4, 77
 46571.4, 76
 46576.4, 76
 46581.4, 77
 46586.4, 76
 46591.4, 76
 46596.4, 77
 46601.4, 77
 46606.4, 76
 46611.4, 74
 46616.4, 74
 46621.4, 74
 46626.4, 76
 46631.4, 76
 46636.4, 78
 46641.4, 78
 46646.4, 78
 46651.4, 78
 46656.4, 78
 46661.4, 78
 46666.4, 73
 46671.4, 74
 46676.4, 78
 46681.4, 81
 46686.4, 80
 46691.3, 80
 46696.4, 80
 46701.4, 78
 46706.4, 78
 46711.4, 80
 46716.4, 77
 46721.4, 74
 46726.4, 76
 46731.4, 76
 46736.4, 76
 46741.4, 76
 46746.4, 77
 46751.4, 78
 46756.4, 77
 46761.4, 77
 46766.4, 76
 46771.4, 76
 46776.4, 77
 46781.4, 77
 46786.4, 73
 46791.4, 76
 46796.4, 76
 46801.4, 78
 46806.4, 81
 46811.4, 77
 46816.4, 74
 46821.4, 74
 46826.4, 74
 46831.4, 74
 46836.4, 76
 46841.3, 74
 46846.4, 74
 46851.4, 74
 46856.3, 86
 46861.4, 83
 46866.4, 81
 46871.4, 80
 46876.4, 78
 46881.4, 78
 46886.4, 76
 46891.4, 74
 46896.4, 73
 46901.4, 73
 46906.4, 72
 46911.4, 73
 46916.4, 73
 46921.4, 73
 46926.3, 74
 46931.4, 73
 46936.4, 81
 46941.3, 80
 46946.3, 80
 46951.3, 80
 46956.3, 68
 46961.4, 68
 46966.4, 68
 46971.4, 69
 46976.3, 71
 46981.4, 71
 46986.4, 71
 46991.4, 71
 46996.4, 74
 47001.3, 76
 47006.3, 76
 47011.3, 74
 47016.3, 74
 47021.3, 74
 47026.3, 74
 47031.3, 77
 47036.3, 77
 47041.3, 77
 47046.3, 77
 47051.3, 76
 47056.3, 76
 47061.3, 76
 47066.3, 76
 47071.3, 74
 47076.3, 74
 47081.3, 74
 47086.3, 73
 47091.3, 73
 47096.3, 74
 47101.3, 74
 47106.3, 74
 47111.3, 73
 47116.3, 73
 47121.3, 72
 47126.3, 71
 47131.3, 71
 47136.3, 71
 47141.3, 71
 47146.3, 72
 47151.3, 74
 47156.3, 76
 47161.3, 76
 47166.3, 76
 47171.3, 76
 47176.3, 74
 47181.3, 74
 47186.3, 74
 47191.3, 74
 47196.3, 74
 47201.3, 73
 47206.3, 73
 47211.3, 73
 47216.3, 74
 47221.3, 74
 47226.3, 73
 47231.3, 74
 47236.3, 78
 47241.3, 77
 47246.3, 74
 47251.3, 74
 47256.3, 74
 47261.3, 74
 47266.3, 69
 47271.3, 69
 47276.4, 69
 47281.3, 69
 47286.4, 71
 47291.6, 69
 47296.3, 69
 47301.3, 69
 47306.3, 69
 47311.3, 74
 47316.3, 76
 47321.3, 76
 47326.3, 74
 47331.3, 74
 47336.3, 74
 47341.3, 74
 47346.3, 74
 47351.3, 74
 47356.3, 72
 47361.3, 72
 47366.3, 71
 47371.3, 71
 47376.3, 72
 47381.3, 72
 47386.3, 72
 47391.3, 72
 47396.3, 72
 47401.3, 74
 47406.3, 77
 47411.3, 77
 47416.3, 77
 47421.3, 77
 47426.3, 77
 47431.3, 74
 47436.3, 72
 47441.3, 72
 47446.3, 73
 47451.3, 74
 47456.3, 73
 47461.3, 72
 47466.3, 72
 47471.3, 72
 47476.3, 72
 47481.3, 72
 47486.3, 74
 47491.3, 74
 47496.3, 74
 47501.3, 74
 47506.3, 78
 47511.3, 82
 47516.3, 80
 47521.3, 82
 47526.3, 83
 47531.3, 83
 47536.3, 83
 47541.3, 83
 47546.3, 77
 47551.3, 76
 47556.3, 76
 47561.3, 72
 47566.3, 69
 47571.3, 69
 47576.3, 69
 47581.3, 69
 47586.3, 74
 47591.3, 74
 47596.3, 74
 47601.3, 74
 47606.3, 73
 47611.3, 72
 47616.3, 72
 47621.3, 72
 47626.3, 72
 47631.3, 72
 47636.3, 69
 47641.5, 69
 47646.3, 73
 47651.4, 76
 47656.3, 77
 47661.3, 74
 47666.3, 71
 47671.3, 69
 47676.3, 73
 47681.3, 72
 47686.3, 74
 47691.3, 78
 47696.3, 76
 47701.3, 74
 47706.3, 74
 47711.3, 74
 47716.3, 74
 47721.3, 74
 47726.3, 74
 47731.3, 69
 47736.3, 69
 47741.3, 68
 47746.3, 69
 47751.3, 69
 47756.3, 69
 47761.3, 69
 47766.3, 69
 47771.3, 69
 47776.3, 69
 47781.3, 69
 47786.3, 71
 47791.3, 71
 47796.3, 71
 47801.3, 71
 47806.3, 71
 47811.3, 71
 47816.3, 69
 47821.3, 69
 47826.3, 69
 47831.3, 69
 47836.3, 69
 47841.3, 73
 47846.3, 73
 47851.3, 72
 47856.3, 71
 47861.3, 74
 47866.3, 74
 47871.3, 74
 47876.3, 71
 47881.3, 71
 47886.3, 72
 47891.3, 72
 47896.3, 73
 47901.3, 74
 47906.3, 76
 47911.3, 74
 47916.3, 71
 47921.3, 65
 47926.3, 65
 47931.3, 68
 47936.3, 72
 47941.3, 72
 47946.3, 69
 47951.3, 69
 47956.3, 69
 47961.3, 69
 47966.3, 71
 47971.3, 73
 47976.3, 74
 47981.3, 76
 47986.3, 76
 47991.3, 76
 47996.3, 76
 48001.3, 74
 48006.3, 74
 48011.3, 74
 48016.3, 74
 48021.3, 73
 48026.3, 73
 48031.3, 73
 48036.3, 74
 48041.3, 74
 48046.3, 73
 48051.3, 72
 48056.3, 72
 48061.3, 72
 48066.3, 72
 48071.3, 72
 48076.4, 72
 48081.3, 72
 48086.3, 72
 48091.3, 76
 48096.3, 74
 48101.3, 74
 48106.3, 76
 48111.3, 74
 48116.3, 73
 48121.3, 74
 48126.3, 74
 48131.3, 74
 48136.3, 74
 48141.3, 74
 48146.3, 74
 48151.3, 74
 48156.3, 77
 48161.3, 77
 48166.3, 76
 48171.3, 76
 48176.3, 76
 48181.3, 76
 48186.3, 76
 48191.3, 77
 48196.3, 78
 48201.3, 71
 48206.3, 71
 48211.3, 71
 48216.3, 69
 48221.3, 69
 48226.3, 63
 48231.3, 65
 48236.3, 68
 48241.3, 69
 48246.3, 68
 48251.3, 68
 48256.3, 68
 48261.3, 69
 48266.3, 71
 48271.3, 71
 48276.3, 71
 48281.3, 71
 48286.3, 72
 48291.3, 72
 48296.3, 73
 48301.3, 73
 48306.3, 73
 48311.3, 69
 48316.3, 69
 48321.3, 74
 48326.3, 74
 48331.3, 74
 48336.3, 74
 48341.3, 74
 48346.3, 74
 48351.3, 74
 48356.3, 74
 48361.3, 74
 48366.3, 74
 48371.3, 74
 48376.3, 72
 48381.3, 71
 48386.3, 71
 48391.3, 69
 48396.3, 71
 48401.3, 71
 48406.3, 71
 48411.3, 71
 48416.3, 71
 48421.3, 71
 48426.3, 71
 48431.3, 74
 48436.3, 74
 48441.3, 74
 48446.3, 72
 48451.3, 72
 48456.3, 71
 48461.3, 71
 48466.3, 71
 48471.3, 69
 48476.3, 69
 48481.3, 69
 48486.3, 69
 48491.3, 69
 48496.3, 69
 48501.3, 69
 48506.3, 69
 48511.3, 71
 48516.3, 71
 48521.3, 72
 48526.4, 72
 48531.3, 74
 48536.3, 80
 48541.3, 81
 48546.4, 81
 48551.3, 80
 48556.3, 78
 48561.3, 80
 48566.3, 78
 48571.3, 77
 48576.3, 76
 48581.3, 76
 48586.3, 81
 48591.3, 83
 48596.3, 83
 48601.3, 83
 48606.3, 82
 48611.3, 82
 48616.3, 82
 48621.3, 81
 48626.3, 78
 48631.3, 78
 48636.3, 69
 48641.3, 69
 48646.3, 69
 48651.3, 69
 48656.3, 78
 48661.3, 80
 48666.3, 78
 48671.3, 78
 48676.3, 80
 48681.3, 83
 48686.3, 81
 48691.3, 77
 48696.3, 68
 48701.3, 65
 48706.3, 64
 48711.3, 65
 48716.3, 67
 48721.3, 65
 48726.3, 68
 48731.3, 67
 48736.3, 65
 48741.3, 65
 48746.3, 65
 48751.3, 65
 48756.3, 68
 48761.3, 69
 48766.3, 69
 48771.3, 69
 48776.3, 69
 48781.3, 69
 48786.3, 68
 48791.3, 68
 48796.3, 68
 48801.3, 68
 48806.3, 65
 48811.3, 65
 48816.3, 68
 48821.3, 68
 48826.3, 67
 48831.3, 67
 48836.3, 68
 48841.3, 68
 48846.3, 68
 48851.3, 69
 48856.3, 69
 48861.3, 68
 48866.3, 69
 48871.3, 69
 48876.3, 74
 48881.3, 77
 48886.3, 77
 48891.3, 77
 48896.3, 77
 48901.3, 74
 48906.5, 72
 48911.3, 72
 48916.3, 73
 48921.3, 86
 48926.3, 83
 48931.3, 78
 48936.3, 74
 48941.3, 73
 48946.3, 73
 48951.3, 73
 48956.3, 73
 48961.3, 77
 48966.3, 77
 48971.3, 73
 48976.3, 74
 48981.3, 74
 48986.3, 72
 48991.3, 72
 48996.3, 71
 49001.3, 71
 49006.3, 64
 49011.3, 67
 49016.3, 65
 49021.3, 67
 49026.3, 68
 49031.3, 68
 49036.3, 68
 49041.3, 67
 49046.3, 67
 49051.3, 67
 49056.3, 68
 49061.3, 68
 49066.3, 71
 49071.3, 65
 49076.3, 65
 49081.3, 65
 49086.3, 69
 49091.3, 71
 49096.3, 72
 49101.3, 74
 49106.3, 74
 49111.3, 72
 49116.3, 69
 49121.3, 69
 49126.3, 69
 49131.3, 69
 49136.3, 73
 49141.3, 74
 49146.3, 74
 49151.3, 74
 49156.3, 74
 49161.3, 76
 49166.3, 74
 49171.3, 74
 49176.3, 74
 49181.3, 74
 49186.3, 73
 49191.3, 74
 49196.3, 73
 49201.3, 73
 49206.3, 73
 49211.3, 73
 49216.3, 73
 49221.3, 73
 49226.3, 73
 49231.3, 73
 49236.3, 73
 49241.3, 73
 49246.3, 73
 49251.3, 73
 49256.3, 73
 49261.3, 74
 49266.3, 71
 49271.3, 69
 49276.3, 71
 49281.3, 71
 49286.3, 71
 49291.3, 71
 49296.3, 71
 49301.3, 69
 49306.3, 69
 49311.3, 69
 49316.3, 69
 49321.3, 69
 49326.3, 69
 49331.3, 69
 49336.3, 69
 49341.3, 69
 49346.3, 69
 49351.3, 69
 49356.3, 69
 49361.3, 69
 49366.3, 69
 49371.3, 69
 49376.3, 69
 49381.3, 69
 49386.3, 69
 49391.4, 69
 49396.3, 73
 49401.3, 77
 49406.3, 77
 49411.3, 69
 49416.3, 68
 49421.3, 68
 49426.3, 67
 49431.3, 68
 49436.3, 68
 49441.3, 68
 49446.3, 68
 49451.3, 69
 49456.3, 68
 49461.3, 65
 49466.3, 65
 49471.3, 65
 49476.3, 78
 49481.3, 77
 49486.3, 72
 49491.3, 72
 49496.3, 74
 49501.3, 73
 49506.3, 72
 49511.3, 71
 49516.3, 69
 49521.3, 69
 49526.3, 69
 49531.3, 71
 49536.3, 71
 49541.3, 77
 49546.3, 72
 49551.3, 73
 49556.3, 71
 49561.3, 69
 49566.3, 69
 49571.3, 68
 49576.3, 68
 49581.3, 67
 49586.3, 65
 49591.3, 65
 49596.3, 67
 49601.3, 68
 49606.3, 77
 49611.3, 76
 49616.3, 76
 49621.3, 76
 49626.3, 76
 49631.3, 76
 49636.3, 72
 49641.4, 71
 49646.3, 71
 49651.3, 71
 49656.3, 71
 49661.3, 73
 49666.3, 74
 49671.3, 72
 49676.3, 72
 49681.3, 72
 49686.3, 72
 49691.3, 63
 49696.3, 63
 49701.3, 65
 49706.3, 68
 49711.3, 65
 49716.3, 65
 49721.3, 65
 49726.3, 67
 49731.3, 67
 49736.3, 67
 49741.3, 68
 49746.3, 68
 49751.3, 68
 49756.3, 67
 49761.3, 68
 49766.3, 86
 49771.3, 86
 49776.3, 83
 49781.3, 82
 49786.3, 82
 49791.3, 82
 49796.3, 78
 49801.3, 71
 49806.3, 68
 49811.3, 68
 49816.3, 68
 49821.3, 67
 49826.3, 65
 49831.3, 64
 49836.3, 61
 49841.3, 61
 49846.3, 59
 49851.3, 59
 49856.3, 61
 49861.3, 61
 49866.3, 63
 49871.3, 65
 49876.3, 68
 49881.3, 68
 49886.3, 72
 49891.3, 71
 49896.3, 72
 49901.3, 72
 49906.3, 68
 49911.4, 67
 49916.3, 67
 49921.3, 67
 49926.3, 68
 49931.3, 68
 49936.3, 72
 49941.3, 76
 49946.3, 74
 49951.3, 63
 49956.3, 61
 49961.3, 63
 49966.3, 65
 49971.3, 65
 49976.3, 65
 49981.3, 64
 49986.3, 65
 49991.3, 69
 49996.3, 71
 50001.3, 73
 50006.3, 73
 50011.3, 72
 50016.3, 72
 50021.3, 72
 50026.3, 74
 50031.3, 73
 50036.3, 73
 50041.3, 73
 50046.3, 73
 50051.3, 73
 50056.3, 73
 50076.3, 55
 50081.3, 56
 50086.3, 56
 50091.3, 57
 50096.3, 57
 50106.3, 69
 50111.3, 68
 50116.3, 68
 50121.3, 68
 50126.3, 68
 50141.3, 69
 50146.3, 69
 50151.3, 63
 50176.3, 90
 50216.3, 69
 50221.3, 69
 50226.3, 69
 50231.3, 69
 50256.3, 104
 50261.3, 103
 50266.3, 103
 50271.3, 102
 50276.3, 101
 50281.3, 101
 50286.3, 104
 50291.3, 104
 50296.3, 104
 50301.3, 104
 50306.3, 104
 50311.3, 100
 50321.3, 72
 50326.3, 72
 50331.3, 73
 50336.3, 74
 50341.3, 73
 50346.3, 72
 50351.3, 69
 50356.3, 69
 50361.3, 69
 50366.3, 69
 50371.3, 74
 50376.3, 73
 50381.3, 74
 50386.3, 72
 50391.3, 69
 50396.3, 68
 50401.3, 69
 50406.3, 68
 50411.3, 68
 50416.3, 68
 50421.3, 68
 50426.3, 68
 50431.3, 69
 50436.3, 69
 50441.3, 69
 50446.3, 71
 50451.3, 72
 50456.3, 74
 50461.3, 74
 50466.3, 74
 50471.3, 77
 50476.3, 76
 50481.4, 74
 50486.3, 71
 50491.3, 67
 50496.3, 65
 50501.3, 65
 50506.3, 63
 50511.3, 65
 50516.3, 65
 50521.3, 65
 50526.3, 65
 50531.3, 68
 50536.3, 68
 50541.3, 68
 50546.3, 68
 50551.3, 69
 50556.3, 71
 50561.3, 69
 50566.3, 69
 50571.3, 71
 50576.3, 73
 50581.3, 78
 50586.3, 73
 50591.3, 71
 50596.3, 69
 50601.3, 69
 50606.3, 68
 50611.3, 68
 50616.3, 68
 50621.3, 69
 50626.3, 68
 50631.3, 68
 50636.3, 67
 50641.3, 68
 50646.3, 68
 50651.3, 68
 50656.3, 68
 50661.3, 67
 50666.3, 65
 50671.3, 65
 50676.3, 65
 50681.3, 65
 50686.3, 65
 50691.3, 65
 50696.3, 68
 50701.3, 69
 50706.3, 68
 50711.3, 68
 50716.3, 65
 50721.3, 65
 50726.3, 65
 50731.3, 65
 50736.3, 67
 50741.3, 68
 50746.3, 68
 50751.3, 68
 50756.3, 69
 50761.3, 68
 50766.3, 68
 50771.3, 68
 50776.3, 68
 50781.3, 68
 50786.3, 68
 50791.3, 69
 50796.3, 71
 50801.3, 69
 50806.3, 68
 50811.3, 68
 50816.3, 71
 50821.3, 69
 50826.3, 71
 50831.3, 71
 50836.3, 71
 50841.3, 71
 50846.3, 71
 50851.3, 71
 50856.3, 71
 50861.3, 68
 50866.3, 68
 50871.3, 68
 50876.3, 67
 50881.3, 68
 50886.3, 68
 50891.3, 68
 50896.3, 68
 50901.3, 68
 50906.3, 68
 50911.3, 69
 50916.3, 68
 50921.3, 68
 50926.3, 68
 50931.3, 69
 50936.3, 69
 50941.3, 69
 50946.3, 69
 50951.3, 69
 50956.3, 69
 50961.3, 69
 50966.3, 69
 50971.3, 69
 50976.3, 69
 50981.3, 69
 50986.3, 72
 50991.3, 73
 50996.3, 73
 51001.3, 73
 51006.3, 73
 51011.3, 73
 51016.3, 73
 51021.3, 74
 51026.3, 73
 51031.3, 73
 51036.3, 73
 51041.3, 73
 51046.3, 72
 51051.3, 72
 51056.3, 71
 51061.3, 69
 51066.3, 67
 51071.3, 68
 51076.3, 68
 51081.3, 68
 51086.3, 68
 51091.3, 68
 51096.3, 74
 51101.3, 74
 51106.3, 74
 51111.3, 74
 51116.3, 74
 51121.3, 72
 51126.3, 72
 51131.3, 71
 51136.3, 69
 51141.3, 69
 51146.3, 69
 51151.3, 69
 51156.3, 71
 51161.3, 71
 51166.3, 72
 51171.3, 85
 51176.3, 77
 51181.3, 72
 51186.3, 73
 51191.3, 73
 51196.3, 73
 51201.3, 73
 51206.3, 73
 51211.3, 73
 51216.3, 72
 51221.3, 71
 51226.3, 71
 51231.3, 71
 51236.3, 72
 51241.3, 72
 51246.3, 72
 51251.3, 72
 51256.3, 73
 51261.3, 77
 51266.3, 74
 51271.3, 78
 51276.3, 83
 51281.3, 77
 51286.3, 76
 51291.3, 74
 51296.3, 74
 51301.3, 74
 51306.3, 74
 51311.3, 74
 51316.3, 74
 51321.3, 73
 51326.3, 73
 51331.3, 71
 51336.3, 72
 51341.3, 74
 51346.3, 71
 51351.3, 71
 51356.3, 71
 51361.3, 74
 51366.3, 73
 51371.3, 73
 51376.3, 74
 51381.3, 74
 51386.3, 76
 51391.3, 74
 51396.3, 74
 51401.3, 74
 51406.3, 74
 51411.3, 74
 51416.3, 74
 51421.3, 74
 51426.3, 74
 51431.3, 74
 51436.3, 74
 51441.3, 74
 51446.3, 74
 51451.3, 74
 51456.3, 76
 51461.3, 74
 51466.3, 74
 51471.3, 76
 51476.3, 77
 51481.3, 77
 51486.3, 77
 51491.3, 77
 51496.3, 77
 51501.3, 77
 51506.3, 76
 51511.3, 76
 51516.3, 76
 51521.3, 76
 51526.3, 74
 51531.3, 74
 51536.3, 74
 51541.3, 74
 51546.3, 74
 51551.3, 73
 51556.3, 69
 51561.3, 68
 51566.3, 69
 51571.3, 69
 51576.3, 67
 51581.3, 68
 51586.3, 73
 51591.3, 78
 51596.3, 72
 51601.3, 69
 51606.3, 69
 51611.3, 74
 51616.3, 78
 51621.3, 78
 51626.3, 68
 51631.3, 69
 51636.3, 69
 51641.3, 73
 51646.3, 78
 51651.3, 73
 51656.3, 74
 51661.3, 71
 51666.3, 72
 51671.3, 72
 51676.3, 72
 51681.3, 73
 51686.3, 73
 51691.3, 73
 51696.3, 73
 51701.3, 72
 51706.3, 71
 51711.3, 72
 51716.3, 74
 51721.3, 72
 51726.3, 69
 51731.3, 69
 51736.3, 69
 51741.3, 73
 51746.3, 73
 51751.3, 74
 51756.3, 76
 51761.3, 76
 51766.3, 74
 51771.3, 73
 51776.3, 73
 51781.3, 73
 51786.3, 74
 51791.3, 78
 51796.3, 78
 51801.3, 78
 51806.3, 73
 51811.3, 74
 51816.3, 74
 51821.3, 74
 51826.3, 74
 51831.3, 73
 51836.3, 69
 51841.3, 69
 51846.3, 71
 51851.3, 73
 51856.3, 73
 51861.3, 73
 51866.3, 74
 51871.3, 77
 51876.3, 78
 51881.3, 78
 51886.3, 78
 51891.3, 78
 51896.3, 77
 51901.3, 74
 51906.3, 71
 51911.3, 73
 51916.3, 76
 51921.3, 76
 51926.4, 74
 51931.3, 76
 51936.3, 76
 51941.3, 74
 51946.3, 69
 51951.3, 69
 51956.3, 69
 51961.3, 73
 51966.4, 78
 51971.3, 76
 51976.3, 73
 51981.3, 76
 51986.3, 74
 51991.3, 65
 51996.3, 65
 52001.3, 67
 52006.3, 67
 52011.3, 67
 52016.3, 64
 52021.3, 65
 52026.3, 65
 52031.3, 65
 52036.3, 65
 52114.1, 77
 52119.1, 76
